"","CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","FGROWCFGS","ba"
"1715",212645844020004,2012,12,1,1,81,4,2,1,302,10.3,1,1,111,1,9.9,1,54,1,54,3,30,4,NA,NA,0,0,0.534561624962388
"1716",212645845020004,2012,12,1,1,81,4,3,1,323,19.2,1,1,111,1,8.9,1,58,1,58,2,25,3,NA,NA,0,1.16615,0.432023531407721
"1717",212645846020004,2012,12,1,1,81,4,4,1,73,15.7,1,1,111,1,5.6,1,55,1,55,2,20,3,NA,NA,5,0.389838,0.171042266695444
"1718",212645847020004,2012,12,1,1,81,4,5,1,330,6.2,1,3,111,1,4.23,1,18,3,18,NA,NA,NA,NA,80,NA,0,0.0975906305406542
"1719",212645848020004,2012,12,1,1,81,4,6,1,54,19.6,1,1,111,1,6.1,1,54,1,54,2,20,3,NA,NA,0,0.496856,0.202949067083466
"1720",212645849020004,2012,12,1,1,81,4,7,1,127,19.7,1,1,111,1,5.2,1,57,1,57,2,15,5,NA,NA,0,0.354566,0.147480321793521
"1721",212645850020004,2012,12,1,1,81,4,8,1,127,16.1,1,1,111,1,8.7,1,63,1,63,2,25,3,NA,NA,0,1.335632,0.412824909635784
"1722",212645851020004,2012,12,1,1,81,4,9,1,146,12.9,1,1,111,1,5.2,1,44,1,44,2,20,3,NA,NA,0,0.247704,0.147480321793521
"1723",240290585489998,2013,12,1,1,85,1,1,1,331,8.7,1,1,131,2,12.9,1,87,1,87,2,35,3,1,NA,0,1.794067,0.907625752576176
"1724",240290586489998,2013,12,1,1,85,1,2,1,74,3.8,1,0,367,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1725",240290587489998,2013,12,1,1,85,1,3,1,172,0.3,1,1,820,28,1,1,16,1,16,2,45,4,NA,NA,NA,0,0.00545415391248228
"1726",240290589489998,2013,12,1,1,85,2,1,1,68,19.2,1,1,820,28,10.1,1,56,1,56,2,40,3,NA,NA,0,0.669256,0.556378240612317
"1727",240290590489998,2013,12,1,1,85,2,2,1,103,11.2,1,1,820,28,10.8,1,73,1,73,2,40,4,NA,NA,0,1.436886,0.636172512351933
"1728",240290591489998,2013,12,1,1,85,2,3,1,154,23.3,1,1,611,34,8.7,1,62,1,62,2,30,4,NA,NA,0,0.426517,0.412824909635784
"1729",240290592489998,2013,12,1,1,85,2,4,1,165,16.3,1,2,820,28,6.4,1,46,4,46,NA,NA,NA,NA,NA,NA,0,0.223402144255274
"1730",240290593489998,2013,12,1,1,85,2,5,1,201,18.7,1,1,820,28,7.9,1,59,1,59,3,35,5,NA,NA,0,0,0.340393745678019
"1731",240290594489998,2013,12,1,1,85,2,6,1,206,15.6,1,1,611,34,7.7,1,58,1,58,2,25,4,NA,NA,0,0.364342,0.323376785471074
"1732",240290595489998,2013,12,1,1,85,2,7,1,236,10.6,1,1,131,2,16.6,1,101,1,101,2,25,2,1,NA,0,1.730412,1.50294665212362
"1733",240290596489998,2013,12,1,1,85,2,8,1,240,22,1,1,611,34,7,1,64,1,64,2,35,5,NA,NA,0,0.358023,0.267253541711632
"1734",240290597489998,2013,12,1,1,85,2,9,1,250,17.9,1,1,611,34,7.5,1,65,1,65,2,30,4,NA,NA,0,0.277388,0.306796157577128
"1735",240290598489998,2013,12,1,1,85,2,10,1,268,9.8,1,1,820,28,8,1,67,1,67,2,35,4,NA,NA,0,0.694574,0.349065850398866
"1736",240290599489998,2013,12,1,1,85,2,11,1,357,14.1,1,1,491,42,5.7,1,39,1,39,3,40,5,NA,NA,0,0,0.177205460616549
"1737",240290600489998,2013,12,1,1,85,2,12,1,29,20.7,1,1,820,28,5.8,1,55,1,55,3,35,4,NA,NA,0,0,0.183477737615904
"1738",240290601489998,2013,12,1,1,85,2,13,1,5,4.8,1,1,820,28,6,1,51,1,51,2,30,4,NA,NA,0,0.631428,0.196349540849362
"1739",240290602489998,2013,12,1,1,85,3,1,2,44,16,2,2,611,34,9.5,1,54,1,34,3,NA,NA,NA,70,23,-1.900625,0.492237390601526
"1740",240290603489998,2013,12,1,1,85,3,2,2,70,18.8,2,1,611,34,5.4,1,40,1,40,2,30,4,NA,NA,0,0.047735,0.159043128087983
"1741",240290604489998,2013,12,1,1,85,3,3,2,154,10.2,2,1,409,29,17.3,1,68,1,68,2,30,3,2,NA,15,0.546725,1.63237372446682
"1742",240290605489998,2013,12,1,1,85,3,4,2,333,23.8,2,1,611,34,9.8,1,55,1,55,2,40,3,NA,NA,0,-0.030797,0.523816941754798
"1743",240290606489998,2013,12,1,1,85,3,5,2,256,3.9,2,1,820,28,2.3,1,27,1,27,2,40,5,NA,NA,NA,0,0.0288524741970313
"1744",240290607489998,2013,12,1,1,85,3,6,2,267,2.6,2,2,820,28,1.27,1,23,3,23,NA,NA,NA,NA,60,NA,0,0.00879700484544267
"1745",240290608489998,2013,12,1,1,85,3,7,2,100,1,2,1,820,28,2.3,1,26,1,26,2,35,5,NA,NA,NA,0,0.0288524741970313
"1746",240290609489998,2013,12,1,1,85,3,8,2,175,1,2,1,820,28,1.6,1,22,1,22,2,35,5,NA,NA,NA,0,0.0139626340159546
"1747",240290610489998,2013,12,1,1,85,3,9,2,9,21.1,2,1,820,28,6.4,1,51,1,51,2,40,3,NA,NA,0,0.727553,0.223402144255274
"1748",240290611489998,2013,12,1,1,85,3,10,2,26,23.5,2,1,820,28,5.6,1,47,1,47,2,35,4,NA,NA,1,0.488899,0.171042266695444
"1749",240290612489998,2013,12,1,1,85,4,1,1,73,5.3,1,2,820,28,16.3,1,92,4,92,NA,NA,NA,NA,NA,NA,0,1.44911415300742
"1750",240290613489998,2013,12,1,1,85,4,2,1,87,15.8,1,1,131,2,6.5,1,67,1,67,2,25,5,NA,NA,0,0.117333,0.230438002802376
"1751",240290614489998,2013,12,1,1,85,4,3,1,102,21.2,1,1,131,2,14.4,1,108,1,108,2,25,3,1,NA,0,0.993765,1.13097335529233
"1752",240290615489998,2013,12,1,1,85,4,4,1,152,23.9,1,1,409,29,8.8,1,69,1,69,2,50,4,NA,NA,0,0.241924,0.422369678982628
"1753",240290616489998,2013,12,1,1,85,4,5,1,193,20,1,1,820,28,6.2,1,52,1,52,2,30,5,NA,NA,0,0.145981,0.209657676395819
"1754",240290617489998,2013,12,1,1,85,4,6,1,211,14.6,1,1,131,2,9.6,1,94,1,94,2,20,4,1,NA,0,1.139661,0.502654824574367
"1755",240290618489998,2013,12,1,1,85,4,7,1,237,19.2,1,1,820,28,10.2,1,81,1,81,2,40,4,NA,NA,0,0.820658,0.567450173054656
"1756",240290619489998,2013,12,1,1,85,4,8,1,296,11.7,1,1,820,28,6,1,63,1,63,2,30,4,NA,NA,0,0.338529,0.196349540849362
"1757",240290620489998,2013,12,1,1,85,4,9,1,312,15.8,1,1,131,2,6.3,1,69,1,69,2,15,4,NA,NA,0,0.131876,0.216475368786422
"1758",240290621489998,2013,12,1,1,85,4,10,1,97,21.4,1,1,131,2,5,1,61,1,61,2,15,5,NA,NA,0,0.461098,0.136353847812057
"1759",240290622489998,2013,12,1,1,85,4,11,1,337,14.8,1,1,409,29,5.2,1,54,1,54,2,60,4,NA,NA,0,0.388991,0.147480321793521
"1760",240290061489998,2013,12,1,1,89,1,1,1,61,22.9,1,1,222,8,13,1,73,1,73,2,20,3,2,NA,0,-0.179506,0.921752011209505
"1761",240290062489998,2013,12,1,1,89,1,2,1,100,22.9,1,1,222,8,12.3,1,73,1,73,2,20,3,1,NA,0,0.009514,0.825158945419444
"1762",240290063489998,2013,12,1,1,89,1,3,1,104,21.1,1,1,222,8,8.5,1,54,1,54,2,35,5,NA,NA,0,-0.125275,0.394062620176845
"1763",240290064489998,2013,12,1,1,89,1,4,1,136,5.7,1,1,222,8,15.7,1,78,1,78,2,20,3,2,NA,0,0.673853,1.34439439788776
"1764",240290065489998,2013,12,1,1,89,1,5,1,181,22,1,1,694,35,8.7,1,59,1,59,3,35,4,NA,NA,0,0,0.412824909635784
"1765",240290066489998,2013,12,1,1,89,1,6,1,183,20.5,1,1,694,35,8.5,1,64,1,64,2,35,4,NA,NA,0,0.628115,0.394062620176845
"1766",240290067489998,2013,12,1,1,89,1,7,1,289,16.2,1,1,694,35,10.5,1,67,1,67,3,25,3,NA,NA,0,0,0.601320468851171
"1767",240290068489998,2013,12,1,1,89,1,8,1,307,11.2,1,1,694,35,10.2,1,54,1,54,2,30,5,NA,NA,0,0.560488,0.567450173054656
"1768",240290069489998,2013,12,1,1,89,1,9,1,320,14.5,1,1,222,8,15.9,1,76,1,76,2,25,3,2,NA,0,0.74212,1.37886465061465
"1769",240290070489998,2013,12,1,1,89,1,10,1,209,22.6,1,1,820,28,5.8,1,55,1,55,2,20,3,NA,NA,0,0.625031,0.183477737615904
"1770",240290072489998,2013,12,1,1,89,2,1,2,320,8.9,2,1,838,27,24.1,1,64,1,64,3,50,3,NA,NA,0,0,3.16782713390883
"1771",240290073489998,2013,12,1,1,89,2,2,2,346,4.1,2,1,827,28,1.7,1,20,1,20,2,30,5,NA,NA,NA,0,0.0157625048070738
"1772",240290074489998,2013,12,1,1,89,2,3,2,17,4.3,2,1,827,28,4.3,1,39,1,39,2,30,5,NA,NA,NA,0,0.100847305841797
"1773",240290075489998,2013,12,1,1,89,3,1,1,44,17.7,1,1,694,35,7.7,1,65,1,65,2,20,3,NA,NA,0,0.358057,0.323376785471074
"1774",240290076489998,2013,12,1,1,89,3,2,1,254,13.6,1,1,694,35,6.2,1,44,1,44,3,25,5,NA,NA,0,0,0.209657676395819
"1775",240290077489998,2013,12,1,1,89,3,3,1,268,12.1,1,1,222,8,9.7,1,63,1,63,2,60,3,1,NA,0,0.44293,0.513181341625458
"1776",240290078489998,2013,12,1,1,89,3,4,1,308,11.2,1,2,131,2,19.1,1,80,1,20,3,NA,NA,NA,NA,99,0,1.98972988881266
"1777",240290079489998,2013,12,1,1,89,3,5,1,320,12.6,1,1,555,41,10.7,1,57,1,57,3,30,3,NA,NA,0,0,0.624446081440096
"1778",240290080489998,2013,12,1,1,89,3,6,1,340,18.4,1,1,694,35,5.6,1,51,1,51,3,30,5,NA,NA,0,0,0.171042266695444
"1779",240290081489998,2013,12,1,1,89,3,7,1,96,1.4,1,1,555,41,4.7,1,48,1,48,2,45,4,NA,NA,NA,0,0.120482259926734
"1780",240290082489998,2013,12,1,1,89,4,1,1,5,15,1,1,694,35,9.2,1,55,1,55,2,35,3,NA,NA,0,0.25059,0.4616395871525
"1781",240290083489998,2013,12,1,1,89,4,2,1,200,20.8,1,1,694,35,9.5,1,59,1,59,3,50,4,NA,NA,0,0,0.492237390601526
"1782",240290084489998,2013,12,1,1,89,4,3,1,202,20.6,1,1,694,35,5.4,1,44,1,44,3,25,3,NA,NA,0,0,0.159043128087983
"1783",240290085489998,2013,12,1,1,89,4,4,1,241,14.2,1,2,694,35,7,1,46,4,46,NA,NA,NA,NA,NA,NA,0,0.267253541711632
"1784",240290086489998,2013,12,1,1,89,4,5,1,260,22.3,1,1,131,2,20.9,1,91,1,91,2,30,3,1,NA,0,4.594239,2.38242897051138
"1785",240290087489998,2013,12,1,1,89,4,6,1,319,22.4,1,1,694,35,10.6,1,61,1,61,2,35,3,NA,NA,0,-0.328258,0.612828733606509
"1786",240290088489998,2013,12,1,1,89,4,7,1,341,18.9,1,1,694,35,6.5,1,66,1,66,2,45,3,NA,NA,0,0.291842,0.230438002802376
"1787",240290089489998,2013,12,1,1,89,4,8,1,343,20.7,1,1,694,35,11.8,1,46,1,46,3,35,4,NA,NA,0,0,0.759436390774033
"1788",240290090489998,2013,12,1,1,89,4,9,1,273,2.4,1,2,555,41,1.27,1,14,3,14,NA,NA,NA,NA,20,NA,0,0.00879700484544267
"1789",240290091489998,2013,12,1,1,89,4,10,1,56,21.7,1,1,316,32,6.4,1,51,1,51,2,35,4,NA,NA,0,0.6964,0.223402144255274
"1790",240290409489998,2013,12,1,1,91,1,1,2,242,13,2,1,820,28,7.4,1,40,1,40,3,15,5,NA,NA,0,0,0.29866946824753
"1791",240290410489998,2013,12,1,1,91,3,1,2,320,16.3,2,1,611,34,21.8,1,102,1,102,3,35,3,NA,NA,0,0,2.59203210536808
"1792",240290411489998,2013,12,1,1,91,3,2,2,322,18.1,2,1,611,34,22.9,1,102,1,102,3,30,3,NA,NA,0,0,2.86021285324483
"1793",240290412489998,2013,12,1,1,91,3,3,2,324,15.6,2,1,611,34,19.1,1,99,1,99,3,35,3,NA,NA,10,0,1.98972988881266
"1794",240290413489998,2013,12,1,1,91,3,4,2,329,17.5,2,1,611,34,25,1,102,1,102,3,35,3,NA,NA,0,0,3.40884619530143
"1795",240290414489998,2013,12,1,1,91,3,5,2,113,18.7,2,2,820,28,7.9,1,49,1,49,3,NA,NA,NA,NA,50,0,0.340393745678019
"1796",240290415489998,2013,12,1,1,91,3,6,2,222,19.8,2,1,762,41,7.7,1,63,1,63,3,20,4,NA,NA,0,0,0.323376785471074
"1797",240290416489998,2013,12,1,1,91,4,1,2,38,17.4,2,1,131,2,6.2,1,56,1,56,2,15,4,NA,NA,0,0.432458,0.209657676395819
"1798",240290417489998,2013,12,1,1,91,4,2,2,69,23.9,2,1,131,2,14.5,1,77,1,77,2,20,3,2,NA,0,2.889301,1.1467358600994
"1799",240290418489998,2013,12,1,1,91,4,3,2,87,22.9,2,1,131,2,6.2,1,41,1,41,3,10,4,NA,NA,0,0,0.209657676395819
"1800",240290419489998,2013,12,1,1,91,4,4,2,103,16.7,2,1,611,34,6.2,1,56,1,56,2,10,4,NA,NA,0,0.442393,0.209657676395819
"1801",240290420489998,2013,12,1,1,91,4,5,2,145,22.1,2,1,611,34,7.4,1,55,1,55,2,25,4,NA,NA,0,0.515932,0.29866946824753
"1802",240290421489998,2013,12,1,1,91,4,6,2,148,21.2,2,1,611,34,5.8,1,53,1,53,2,15,4,NA,NA,0,0.287961,0.183477737615904
"1803",240290422489998,2013,12,1,1,91,4,7,2,168,23.4,2,1,131,2,7.2,1,66,1,66,2,15,4,NA,NA,0,0.856743,0.282743338823081
"1804",240290423489998,2013,12,1,1,91,4,8,2,191,23.6,2,1,762,41,8.1,1,67,1,67,3,20,3,NA,NA,0,0,0.357847038197962
"1805",240290424489998,2013,12,1,1,91,4,9,2,332,6.9,2,1,131,2,8.5,1,73,1,73,2,10,4,NA,NA,15,0.641494,0.394062620176845
"1806",240290425489998,2013,12,1,1,91,4,10,2,352,7.9,2,1,131,2,8.5,1,78,1,78,3,15,4,NA,NA,20,0,0.394062620176845
"1807",240290426489998,2013,12,1,1,91,4,11,2,263,4.8,2,1,611,34,2.6,1,32,1,32,2,20,5,NA,NA,NA,0,0.0368700804483802
"1808",240290427489998,2013,12,1,1,91,4,12,2,281,4.7,2,2,611,34,1.37,1,12,3,12,NA,NA,NA,NA,60,NA,0,0.010236901478338
"1809",240292035489998,2013,12,1,1,92,1,1,1,14,17.9,1,2,111,1,11.33,1,80,4,80,NA,NA,NA,NA,10,NA,-3.793719,0.700143738176047
"1810",240292036489998,2013,12,1,1,92,1,2,1,23,16.7,1,2,111,1,9.26,1,77,4,77,NA,NA,NA,NA,10,NA,-2.206242,0.467680608025966
"1811",240292037489998,2013,12,1,1,92,1,3,1,31,20.8,1,2,111,1,10.4,1,63,4,63,NA,NA,NA,NA,NA,NA,0,0.589921287174083
"1812",240292038489998,2013,12,1,1,92,1,4,1,72,15.7,1,2,111,1,10.4,1,82,1,9,3,NA,NA,NA,NA,99,0,0.589921287174083
"1813",240292039489998,2013,12,1,1,92,1,5,1,104,23.8,1,3,111,1,10.66,1,83,4,83,NA,NA,NA,NA,80,NA,0.296754,0.619786052337271
"1814",240292040489998,2013,12,1,1,92,1,6,1,114,13.4,1,3,111,1,8.56,1,85,4,85,NA,NA,NA,NA,80,NA,0,0.399645492121662
"1815",240292041489998,2013,12,1,1,92,1,7,1,147,5,1,2,111,1,6.5,1,47,4,47,NA,NA,NA,NA,NA,NA,0,0.230438002802376
"1816",240292042489998,2013,12,1,1,92,1,8,1,161,15.9,1,2,111,1,9.2,1,59,4,59,NA,NA,NA,NA,NA,NA,0,0.4616395871525
"1817",240292043489998,2013,12,1,1,92,1,9,1,211,4.5,1,2,111,1,5.6,1,43,4,43,NA,NA,NA,NA,NA,NA,0,0.171042266695444
"1818",240292044489998,2013,12,1,1,92,1,10,1,221,18.9,1,3,111,1,10.46,1,81,4,81,NA,NA,NA,NA,80,NA,0.284188,0.596747706210946
"1819",240292045489998,2013,12,1,1,92,1,11,1,233,22.3,1,2,111,1,6.26,1,58,4,58,NA,NA,NA,NA,10,NA,-0.656933,0.213735201860791
"1820",240292046489998,2013,12,1,1,92,1,12,1,260,16.8,1,3,111,1,10.16,1,84,4,84,NA,NA,NA,NA,80,NA,0.283495,0.563008310108331
"1821",240292047489998,2013,12,1,1,92,1,13,1,267,16.6,1,1,762,41,6.9,1,50,1,50,2,45,2,NA,NA,0,0.423831,0.259672267773281
"1822",240292049489998,2013,12,1,1,92,1,14,1,330,22,1,2,111,1,9.36,1,82,4,82,NA,NA,NA,NA,10,NA,-2.406483,0.477836242611007
"1823",240292050489998,2013,12,1,1,92,2,1,1,38,23.7,1,2,111,1,10.1,1,62,4,62,NA,NA,NA,NA,NA,NA,0,0.556378240612317
"1824",240292051489998,2013,12,1,1,92,2,2,1,36,15.5,1,3,111,1,11.71,1,76,4,76,NA,NA,NA,NA,80,NA,0.27612,0.747895946510612
"1825",240292052489998,2013,12,1,1,92,2,3,1,59,3.7,1,3,111,1,6.86,1,81,4,81,NA,NA,NA,NA,80,NA,0,0.256670301459851
"1826",240292053489998,2013,12,1,1,92,2,4,1,59,23.9,1,2,111,1,6.7,1,48,4,48,NA,NA,NA,NA,NA,NA,0,0.24483696913133
"1827",240292054489998,2013,12,1,1,92,2,5,1,80,8.6,1,3,111,1,8.36,1,75,4,75,NA,NA,NA,NA,80,NA,0.218894,0.381188635281822
"1828",240292055489998,2013,12,1,1,92,2,6,1,94,12,1,3,111,1,6.26,1,56,4,56,NA,NA,NA,NA,80,NA,0.114986,0.213735201860791
"1829",240292056489998,2013,12,1,1,92,2,7,1,150,22,1,2,111,1,9.6,1,61,2,22,3,NA,NA,NA,NA,99,0,0.502654824574367
"1830",240292057489998,2013,12,1,1,92,2,8,1,159,9.2,1,3,111,1,8.16,1,80,4,80,NA,NA,NA,NA,80,NA,0.225551,0.36316811075498
"1831",240292058489998,2013,12,1,1,92,2,9,1,187,8.2,1,3,111,1,7.36,1,64,4,64,NA,NA,NA,NA,80,NA,0.156339,0.2954493357776
"1832",240292059489998,2013,12,1,1,92,2,10,1,200,18,1,2,111,1,8.7,1,57,4,57,NA,NA,NA,NA,NA,NA,0,0.412824909635784
"1833",240292060489998,2013,12,1,1,92,2,11,1,236,12.5,1,2,111,1,6.7,1,74,2,12,3,NA,NA,NA,NA,99,0,0.24483696913133
"1834",240292061489998,2013,12,1,1,92,2,12,1,280,22,1,3,111,1,9.26,1,79,4,79,NA,NA,NA,NA,80,NA,0.241806,0.467680608025966
"1835",240292062489998,2013,12,1,1,92,2,13,1,281,15.2,1,2,111,1,6.4,1,46,4,46,NA,NA,NA,NA,NA,NA,0,0.223402144255274
"1836",240292063489998,2013,12,1,1,92,2,14,1,285,10.3,1,3,111,1,9.26,1,79,4,79,NA,NA,NA,NA,80,NA,0.229715,0.467680608025966
"1837",240292064489998,2013,12,1,1,92,2,15,1,324,17.3,1,3,111,1,9.96,1,79,4,79,NA,NA,NA,NA,80,NA,0.262599,0.541060794764502
"1838",240292065489998,2013,12,1,1,92,3,1,1,30,19.7,1,3,111,1,7.86,1,76,4,76,NA,NA,NA,NA,80,NA,0.196048,0.33695544705159
"1839",240292066489998,2013,12,1,1,92,3,2,1,46,10.2,1,3,111,1,10.76,1,83,4,83,NA,NA,NA,NA,80,NA,0.300018,0.631468850017808
"1840",240292067489998,2013,12,1,1,92,3,3,1,107,15.9,1,2,111,1,5.8,1,44,4,44,NA,NA,NA,NA,NA,NA,0,0.183477737615904
"1841",240292068489998,2013,12,1,1,92,3,4,1,123,7,1,3,111,1,5.96,1,61,4,61,NA,NA,NA,NA,80,NA,0.117272,0.193740273617631
"1842",240292069489998,2013,12,1,1,92,3,5,1,152,16.7,1,3,111,1,9.36,1,70,4,70,NA,NA,NA,NA,80,NA,0.230467,0.477836242611007
"1843",240292070489998,2013,12,1,1,92,3,6,1,158,4,1,3,111,1,8.26,1,69,4,69,NA,NA,NA,NA,80,NA,0.190467,0.372123831479276
"1844",240292071489998,2013,12,1,1,92,3,7,1,249,8.3,1,2,111,1,6.8,1,70,4,70,NA,NA,NA,NA,NA,NA,0,0.252200076913181
"1845",240292072489998,2013,12,1,1,92,3,8,1,258,12.5,1,2,111,1,8.1,1,78,4,78,NA,NA,NA,NA,NA,NA,0,0.357847038197962
"1846",240292073489998,2013,12,1,1,92,3,9,1,302,16,1,3,111,1,7.66,1,78,4,78,NA,NA,NA,NA,80,NA,0.205125,0.320025753307245
"1847",240292074489998,2013,12,1,1,92,3,10,1,313,11.7,1,3,111,1,9.66,1,77,4,77,NA,NA,NA,NA,80,NA,0.247791,0.508957644835631
"1848",240292075489998,2013,12,1,1,92,3,11,1,341,8,1,3,111,1,8.76,1,74,4,74,NA,NA,NA,NA,80,NA,0.216879,0.4185386812745
"1849",240292076489998,2013,12,1,1,92,3,12,1,342,18.7,1,3,111,1,7.96,1,67,4,67,NA,NA,NA,NA,80,NA,0.187142,0.345583918541137
"1850",240292077489998,2013,12,1,1,92,4,1,1,5,21.3,1,3,111,1,7.56,1,72,4,72,NA,NA,NA,NA,80,NA,0.188017,0.311724531052447
"1851",240292079489998,2013,12,1,1,92,4,2,1,10,11,1,2,111,1,6.3,1,46,4,46,NA,NA,NA,NA,NA,NA,0,0.216475368786422
"1852",240292080489998,2013,12,1,1,92,4,3,1,30,11.8,1,3,111,1,7.76,1,74,4,74,NA,NA,NA,NA,80,NA,0.198552,0.328436058640293
"1853",240292081489998,2013,12,1,1,92,4,4,1,47,14,1,3,111,1,7.46,1,82,4,82,NA,NA,NA,NA,80,NA,0.195676,0.303532391875899
"1854",240292082489998,2013,12,1,1,92,4,5,1,65,20.3,1,3,111,1,10.26,1,81,4,81,NA,NA,NA,NA,80,NA,0.263942,0.57414569239762
"1855",240292083489998,2013,12,1,1,92,4,6,1,97,13.7,1,3,111,1,8.56,1,79,4,79,NA,NA,NA,NA,80,NA,0.223803,0.399645492121662
"1856",240292084489998,2013,12,1,1,92,4,7,1,103,2.6,1,3,111,1,9.96,1,90,4,90,NA,NA,NA,NA,80,NA,0.294311,0.541060794764502
"1857",240292085489998,2013,12,1,1,92,4,8,1,160,21.8,1,3,111,1,9.46,1,81,4,81,NA,NA,NA,NA,80,NA,0.240108,0.488100960274299
"1858",240292086489998,2013,12,1,1,92,4,9,1,184,20,1,2,111,1,7.1,1,50,4,50,NA,NA,NA,NA,NA,NA,0,0.274943898728232
"1859",240292087489998,2013,12,1,1,92,4,10,1,197,20.5,1,3,111,1,7.66,1,71,4,71,NA,NA,NA,NA,80,NA,0.188498,0.320025753307245
"1860",240292088489998,2013,12,1,1,92,4,11,1,202,10,1,2,111,1,8.2,1,54,4,54,NA,NA,NA,NA,NA,NA,0,0.366737309075308
"1861",240292089489998,2013,12,1,1,92,4,12,1,222,12,1,3,111,1,8.66,1,69,4,69,NA,NA,NA,NA,80,NA,0.211821,0.409037545158956
"1862",240292090489998,2013,12,1,1,92,4,13,1,245,17.2,1,2,111,1,6,1,45,4,45,NA,NA,NA,NA,NA,NA,0,0.196349540849362
"1863",240292091489998,2013,12,1,1,92,4,14,1,252,23.9,1,3,111,1,9.76,1,80,4,80,NA,NA,NA,NA,80,NA,0.259268,0.519549611733672
"1864",240292092489998,2013,12,1,1,92,4,15,1,274,15,1,3,111,1,12.01,1,89,4,89,NA,NA,NA,NA,80,NA,0.323865,0.786707705751835
"1865",240292093489998,2013,12,1,1,92,4,16,1,317,16,1,3,111,1,10.46,1,87,4,87,NA,NA,NA,NA,80,NA,0.287251,0.596747706210946
"1866",240292094489998,2013,12,1,1,92,4,17,1,329,12.9,1,2,111,1,7.3,1,51,4,51,NA,NA,NA,NA,NA,NA,0,0.290651861996181
"1867",240291887489998,2013,12,1,1,93,1,1,1,126,4.9,1,2,721,41,1.49,1,16,3,16,NA,NA,NA,NA,20,NA,0,0.0121087671011019
"1868",240291888489998,2013,12,1,1,93,1,2,1,121,5.6,1,2,721,41,1.39,1,18,3,18,NA,NA,NA,NA,20,NA,0,0.010537970774307
"1869",240291889489998,2013,12,1,1,93,1,3,1,130,5,1,2,721,41,1.69,1,20,3,20,NA,NA,NA,NA,20,NA,0,0.0155776089894406
"1870",240291890489998,2013,12,1,1,93,1,4,1,137,4.3,1,2,721,41,2.29,1,22,3,22,NA,NA,NA,NA,20,NA,0,0.0286021285324483
"1871",240291891489998,2013,12,1,1,93,1,5,1,137,4.7,1,2,721,41,2.09,1,21,3,21,NA,NA,NA,NA,20,NA,0,0.0238242897051138
"1872",240291892489998,2013,12,1,1,93,1,6,1,146,2.9,1,2,721,41,1.29,1,14,3,14,NA,NA,NA,NA,20,NA,0,0.00907625752576176
"1873",240291893489998,2013,12,1,1,93,1,7,1,152,1.9,1,2,721,41,1.29,1,14,3,14,NA,NA,NA,NA,20,NA,0,0.00907625752576176
"1874",240291894489998,2013,12,1,1,93,1,8,1,155,6.2,1,2,721,41,1.19,1,14,3,14,NA,NA,NA,NA,20,NA,0,0.00772362735546616
"1875",240291895489998,2013,12,1,1,93,2,1,1,321,4.6,1,2,555,41,1.97,1,23,3,23,NA,NA,NA,NA,60,NA,0,0.0211670259189525
"1876",240291896489998,2013,12,1,1,93,2,2,1,322,4.8,1,1,555,41,4,1,33,1,33,2,10,4,NA,NA,NA,0,0.0872664625997165
"1877",240291897489998,2013,12,1,1,93,2,3,1,325,4.9,1,1,555,41,3,1,30,1,30,2,5,4,NA,NA,NA,0,0.0490873852123405
"1878",240291898489998,2013,12,1,1,93,2,4,1,331,3.8,1,1,555,41,2.2,1,28,1,28,2,5,5,NA,NA,NA,0,0.0263981049364142
"1879",240291899489998,2013,12,1,1,93,2,5,1,341,3.5,1,1,555,41,2.7,1,30,1,30,2,5,5,NA,NA,NA,0,0.0397607820219958
"1880",240291900489998,2013,12,1,1,93,2,6,1,62,11.9,1,1,555,41,5.3,1,38,1,38,3,15,4,NA,NA,0,0,0.153207183401627
"1881",240291901489998,2013,12,1,1,93,2,7,1,353,6.3,1,1,555,41,1.6,1,17,1,17,2,10,5,NA,NA,NA,0,0.0139626340159546
"1882",240291902489998,2013,12,1,1,93,2,8,1,4,4.5,1,2,555,41,1.37,1,16,3,16,NA,NA,NA,NA,60,NA,0,0.010236901478338
"1883",240291903489998,2013,12,1,1,93,2,9,1,27,3.9,1,1,555,41,2.6,1,28,1,28,2,10,5,NA,NA,NA,0,0.0368700804483802
"1884",240291904489998,2013,12,1,1,93,2,10,1,114,5.9,1,1,555,41,4,1,27,1,27,2,10,4,NA,NA,NA,0,0.0872664625997165
"1885",240291905489998,2013,12,1,1,93,2,11,1,137,2.7,1,1,222,8,2.7,1,25,1,25,2,40,5,NA,NA,NA,0,0.0397607820219958
"1886",240291906489998,2013,12,1,1,93,2,12,1,137,2.7,1,1,222,8,1.6,1,16,1,16,2,10,5,NA,NA,NA,0,0.0139626340159546
"1887",240291907489998,2013,12,1,1,93,2,13,1,194,5.5,1,1,222,8,2.7,1,25,1,25,2,10,5,NA,NA,NA,0,0.0397607820219958
